epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,300.062,0.77399,1.35306,1.4475,0.72685,0.78072,0.87962,0.75877,0.64342,0.89803,1.35082,9.17582e-05,9.17582e-05,9.17582e-05
34,308.962,0.76001,1.316,1.44286,0.64074,0.86167,0.8819,0.77456,0.6101,0.9523,1.30304,8.90318e-05,8.90318e-05,8.90318e-05
35,318.045,0.75275,1.2933,1.42517,0.71668,0.83704,0.91955,0.79639,0.61638,0.88303,1.32089,8.63055e-05,8.63055e-05,8.63055e-05
36,327.244,0.75473,1.24993,1.42617,0.71963,0.87532,0.94603,0.81512,0.62724,0.80844,1.33171,8.35792e-05,8.35792e-05,8.35792e-05
37,336.401,0.77411,1.23365,1.43577,0.84162,0.83186,0.94257,0.81287,0.63949,0.77315,1.31174,8.08529e-05,8.08529e-05,8.08529e-05
38,345.274,0.7318,1.18624,1.40286,0.76601,0.88855,0.94483,0.82803,0.60699,0.75326,1.29066,7.81266e-05,7.81266e-05,7.81266e-05
39,354.469,0.74264,1.2063,1.40902,0.78883,0.8049,0.91004,0.79673,0.59317,0.76324,1.28667,7.54003e-05,7.54003e-05,7.54003e-05
40,363.345,0.72057,1.14981,1.39112,0.73655,0.88195,0.92003,0.79692,0.63454,0.8485,1.32395,7.2674e-05,7.2674e-05,7.2674e-05
41,372.22,0.71016,1.1003,1.37795,0.74169,0.8722,0.93305,0.81863,0.61748,0.76459,1.30919,6.99477e-05,6.99477e-05,6.99477e-05
42,381.378,0.70253,1.09446,1.37325,0.79118,0.87002,0.93512,0.82236,0.58649,0.76631,1.27108,6.72214e-05,6.72214e-05,6.72214e-05
43,390.268,0.69094,1.05018,1.35985,0.85913,0.90492,0.96069,0.85166,0.59283,0.58586,1.28663,6.44951e-05,6.44951e-05,6.44951e-05
44,399.424,0.68676,1.01173,1.35961,0.8551,0.88886,0.95942,0.8352,0.59796,0.62938,1.29653,6.17688e-05,6.17688e-05,6.17688e-05
45,408.282,0.69059,1.02761,1.35405,0.89265,0.89711,0.96854,0.85713,0.5767,0.5527,1.27496,5.90425e-05,5.90425e-05,5.90425e-05
46,417.443,0.67054,1.00311,1.34541,0.86284,0.90481,0.96645,0.84756,0.61622,0.5863,1.27735,5.63162e-05,5.63162e-05,5.63162e-05
47,426.317,0.68245,0.99451,1.35316,0.78084,0.88565,0.95344,0.827,0.62001,0.72305,1.30902,5.35898e-05,5.35898e-05,5.35898e-05
48,435.398,0.66432,0.94915,1.32885,0.90578,0.8981,0.96604,0.85412,0.57606,0.54759,1.27379,5.08635e-05,5.08635e-05,5.08635e-05
49,444.254,0.66446,0.9762,1.33294,0.84306,0.90793,0.94746,0.83425,0.58175,0.61681,1.26056,4.81372e-05,4.81372e-05,4.81372e-05
50,453.142,0.65822,0.97581,1.32712,0.86302,0.90255,0.96607,0.8487,0.57562,0.59254,1.26227,4.54109e-05,4.54109e-05,4.54109e-05
51,461.993,0.64235,0.92478,1.32004,0.92108,0.91389,0.97598,0.86257,0.57036,0.51729,1.25054,4.26846e-05,4.26846e-05,4.26846e-05
52,471.155,0.6323,0.90186,1.30332,0.91626,0.91525,0.97168,0.85671,0.56566,0.50195,1.24743,3.99583e-05,3.99583e-05,3.99583e-05
53,480.012,0.62387,0.88202,1.29565,0.91329,0.89415,0.9704,0.85688,0.56166,0.52229,1.2473,3.7232e-05,3.7232e-05,3.7232e-05
54,488.89,0.63429,0.87647,1.30507,0.88532,0.90125,0.96703,0.85372,0.56224,0.55253,1.2363,3.45057e-05,3.45057e-05,3.45057e-05
55,497.775,0.63778,0.87978,1.31483,0.86822,0.94142,0.97002,0.85965,0.55772,0.49605,1.24163,3.17794e-05,3.17794e-05,3.17794e-05
56,508.109,0.47535,0.60866,1.18209,0.9132,0.92035,0.97374,0.86668,0.56637,0.53358,1.24766,2.90531e-05,2.90531e-05,2.90531e-05
57,517.435,0.46194,0.56989,1.16483,0.91669,0.92502,0.97399,0.86472,0.56243,0.47879,1.25316,2.63268e-05,2.63268e-05,2.63268e-05
58,526.29,0.45215,0.55169,1.15931,0.90537,0.93195,0.97692,0.87323,0.55543,0.48952,1.24646,2.36005e-05,2.36005e-05,2.36005e-05
59,535.485,0.43703,0.53282,1.14571,0.93137,0.90947,0.97292,0.87318,0.5446,0.46982,1.23444,2.08742e-05,2.08742e-05,2.08742e-05
60,544.344,0.42854,0.52015,1.12815,0.93412,0.92158,0.97564,0.86396,0.56792,0.46277,1.25962,1.81478e-05,1.81478e-05,1.81478e-05
61,553.216,0.4303,0.52957,1.13364,0.94496,0.92036,0.97684,0.87431,0.54478,0.44094,1.2431,1.54215e-05,1.54215e-05,1.54215e-05
62,562.659,0.42777,0.50214,1.13511,0.9406,0.92556,0.97688,0.86969,0.55375,0.43873,1.23973,1.26952e-05,1.26952e-05,1.26952e-05
63,571.525,0.41749,0.48703,1.12239,0.94654,0.92448,0.97625,0.87172,0.54351,0.4338,1.23851,9.96892e-06,9.96892e-06,9.96892e-06
64,580.371,0.41391,0.48617,1.12352,0.9389,0.93156,0.97693,0.86984,0.54956,0.43007,1.23919,7.24262e-06,7.24262e-06,7.24262e-06
65,589.228,0.40722,0.47653,1.1103,0.94313,0.93571,0.97621,0.86892,0.54283,0.42815,1.2333,4.51631e-06,4.51631e-06,4.51631e-06
